"Rk_name","Rk_Pk","Rk_Tm","Rk_Player","Rk_College","Rk_Yrs","Rk_G","Rk_MP","Rk_PTS","Rk_TRB","Rk_AST","Rk_FG_","Rk__3P_","Rk_FT_","Rk_WS","Rk_WS_48","Rk_BPM","Rk_VORP"
"152","152","GSW","","University of the Pacific","","","","","","","","","","","","",""
"153","153","DEN","","UNC","","","","","","","","","","","","",""
"154","154","HOU","","Wake Forest","","","","","","","","","","","","",""
"155","155","PHO","","UNC Charlotte","","","","","","","","","","","","",""
"156","156","SAS","","University of North Texas","","","","","","","","","","","","",""
"157","157","SEA","","Northern Illinois","","","","","","","","","","","","",""
"158","158","MIL","","Cincinnati","","","","","","","","","","","","",""
"159","159","LAL","","USC","","","","","","","","","","","","",""
"160","160","PHI","","Missouri State University","","","","","","","","","","","","",""
"161","161","BOS","","West Virginia","","","","","","","","","","","","",""
"162","162","CLE","","Virginia Commonwealth","","","","","","","","","","","","",""
"163","163","SDC","","Colorado","","","","","","","","","","","","",""
"164","164","UTA","","Middle Tennessee","","","","","","","","","","","","",""
"165","165","DAL","","Arkansas","","","","","","","","","","","","",""
"166","166","KCK","Ed Nealy","Kansas State","10","540","12.6","2.7","3.3","0.7",".498",".292",".684","15.2",".107","-0.7","2.2"
"167","167","NYK","","Siena College","","","","","","","","","","","","",""
"168","168","CHI","","UNLV","","","","","","","","","","","","",""
"169","169","IND","","Bradley","","","","","","","","","","","","",""
"170","170","DET","","Marquette","","","","","","","","","","","","",""
"171","171","POR","","Western Oregon University","","","","","","","","","","","","",""
"172","172","ATL","","Howard University","","","","","","","","","","","","",""
"173","173","WSB","","University of Delaware","","","","","","","","","","","","",""
"174","174","NJN","","Memphis","","","","","","","","","","","","",""
"175","175","GSW","","Florida Southern College","","","","","","","","","","","","",""
"176","176","HOU","","Seton Hall","","","","","","","","","","","","",""
"177","177","PHO","","Georgetown College","","","","","","","","","","","","",""
"178","178","DEN","","University of Alabama at Birmingham","","","","","","","","","","","","",""
"179","179","SAS","","Memphis","","","","","","","","","","","","",""
"180","180","SEA","","Washington","","","","","","","","","","","","",""
"181","181","MIL","","Illinois","","","","","","","","","","","","",""
"182","182","LAL","","Tulane","","","","","","","","","","","","",""
"183","183","PHI","","Jackson State University","","","","","","","","","","","","",""
"184","184","BOS","","Georgetown","","","","","","","","","","","","",""
"185","185","CLE","","University of South Alabama","","","","","","","","","","","","",""
"186","186","SDC","","San Francisco","","","","","","","","","","","","",""
"187","187","UTA","","Long Island University","","","","","","","","","","","","",""
"188","188","DAL","","UT Arlington","","","","","","","","","","","","",""
"189","189","KCK","","Nebraska","","","","","","","","","","","","",""
"190","190","NYK","","South Carolina State","","","","","","","","","","","","",""
"191","191","CHI","","DePaul","","","","","","","","","","","","",""
"192","192","IND","","Purdue","","","","","","","","","","","","",""
"193","193","DET","","Michigan State","","","","","","","","","","","","",""
"194","194","ATL","","Elizabeth City State University","","","","","","","","","","","","",""
"195","195","POR","","Saint Joseph's","","","","","","","","","","","","",""
"196","196","WSB","","Howard University","","","","","","","","","","","","",""
"197","197","NJN","","Oral Roberts","","","","","","","","","","","","",""
"198","198","GSW","","Tennessee","","","","","","","","","","","","",""
"199","199","PHO","","Washington","","","","","","","","","","","","",""
"200","200","DEN","","UCLA","","","","","","","","","","","","",""
"201","201","SAS","","St. Mary's University","","","","","","","","","","","","",""
"202","202","MIL","","Idaho State University","","","","","","","","","","","","",""
"203","203","LAL","","Rutgers University","","","","","","","","","","","","",""
"204","204","PHI","","Cheyney (PA)","","","","","","","","","","","","",""
"205","205","BOS","","","","","","","","","","","","","","",""
"206","206","CLE","","Marion College","","","","","","","","","","","","",""
"207","207","SDC","","Creighton","","","","","","","","","","","","",""
"208","208","UTA","","New Orleans","","","","","","","","","","","","",""
"209","209","DAL","","UT Arlington","","","","","","","","","","","","",""
"210","210","KCK","","Iowa State","","","","","","","","","","","","",""
"211","211","NYK","","Manhattan College","","","","","","","","","","","","",""
"212","212","CHI","","Campbell","","","","","","","","","","","","",""
"213","213","IND","","University of Wisconsin-Stout","","","","","","","","","","","","",""
"214","214","DET","","","","","","","","","","","","","","",""
"215","215","POR","","University of California, Irvine","","","","","","","","","","","","",""
"216","216","ATL","","Old Dominion","","","","","","","","","","","","",""
"217","217","WSB","","NC Central","","","","","","","","","","","","",""
"218","218","NJN","","Ole Miss","","","","","","","","","","","","",""
"219","219","GSW","","University of California, Irvine","","","","","","","","","","","","",""
"220","220","DEN","","Niagara University","","","","","","","","","","","","",""
"221","221","PHO","Dale Wilkinson","Idaho State University","1","12","3.8","1.2","0.3","0.2",".250",".000",".857","-0.1","-.124","-14.0","-0.1"
"222","222","SAS","","McMurry University","","","","","","","","","","","","",""
"223","223","MIL","","University of Wisconsin-Eau Claire","","","","","","","","","","","","",""
"224","224","PHI","","Drexel","","","","","","","","","","","","",""
"225","225","BOS","","Indiana","","","","","","","","","","","","",""
"1","1","DAL","Mark Aguirre","DePaul","13","923","30.0","20.0","5.0","3.1",".484",".312",".741","67.8",".117","1.5","24.4"
"2","2","DET","Isiah Thomas","Indiana","13","979","36.3","19.2","3.6","9.3",".452",".290",".759","80.7",".109","2.6","41.6"
"3","3","NJN","Buck Williams","Maryland","17","1307","32.5","12.8","10.0","1.3",".549",".167",".664","120.1",".136","0.0","21.7"
"4","4","ATL","Al Wood","UNC","6","417","23.8","11.8","3.0","1.8",".465",".211",".789","15.4",".074","-1.3","1.8"
"5","5","SEA","Danny Vranes","Utah","7","510","20.8","5.1","3.9","1.2",".496",".105",".570","15.3",".069","-1.7","0.8"
"6","6","CHI","Orlando Woolridge","Notre Dame","13","851","28.3","16.0","4.3","1.9",".513",".091",".737","53.0",".106","0.1","12.8"
"7","7","KCK","Steve Johnson","Oregon State","10","626","21.8","11.7","5.5","1.2",".572",".000",".634","26.9",".095","-1.7","1.1"
"8","8","SDC","Tom Chambers","Utah","16","1107","30.6","18.1","6.1","2.1",".468",".307",".807","79.0",".112","-0.6","12.0"
"9","9","DAL","Rolando Blackman","Kansas State","13","980","32.7","18.0","3.3","3.0",".493",".343",".840","75.6",".113","0.4","19.8"
"10","10","NJN","Albert King","Maryland","9","534","24.0","12.1","4.2","2.2",".461",".268",".791","16.3",".061","-1.7","1.1"
"11","11","WSB","Frank Johnson","Wake Forest","10","596","21.6","8.3","1.7","4.2",".439",".218",".760","17.2",".064","-1.3","2.4"
"12","12","DET","Kelly Tripucka","Notre Dame","10","707","29.6","17.2","3.8","3.0",".473",".361",".849","44.4",".102","0.1","11.2"
"13","13","UTA","Danny Schayes","Syracuse","18","1138","19.3","7.7","5.0","1.1",".481",".133",".806","48.8",".107","-2.0","-0.1"
"14","14","IND","Herb Williams","Ohio State","18","1102","25.8","10.8","5.9","1.7",".467",".095",".696","36.1",".061","-0.9","7.8"
"15","15","POR","Jeff Lamp","Virginia","6","291","11.9","5.1","1.5","0.9",".470",".222",".841","5.2",".072","-2.6","-0.5"
"16","16","POR","Darnell Valentine","Kansas","9","620","23.2","8.7","2.1","5.0",".437",".261",".787","22.1",".074","-0.5","5.5"
"17","17","KCK","Kevin Loder","Alabama State University","3","148","14.1","5.9","2.3","1.2",".461",".261",".695","2.4",".055","-1.7","0.2"
"18","18","NJN","Ray Tolbert","Indiana","5","261","10.7","3.6","2.3","0.5",".495",".000",".544","2.9",".051","-3.0","-0.7"
"19","19","LAL","Mike McGee","Michigan","9","520","17.8","9.6","2.1","1.2",".487",".354",".597","15.1",".078","-1.3","1.7"
"20","20","PHO","Larry Nance","Clemson","13","920","33.4","17.1","8.0","2.6",".546",".145",".755","109.6",".171","3.6","43.5"
"21","21","MIL","Alton Lister","Arizona State","16","953","19.9","6.6","6.3","1.0",".512",".111",".597","36.6",".093","-1.4","3.1"
"22","22","PHI","Franklin Edwards","Cleveland State University","7","296","15.0","6.1","1.0","2.6",".449",".030",".795","3.9",".043","-1.9","0.1"
"23","23","BOS","Charles Bradley","Wyoming","3","110","8.3","3.2","1.1","0.5",".416",".000",".585","0.3",".016","-3.4","-0.4"
"24","24","DAL","Jay Vincent","Michigan State","9","576","27.0","15.2","5.5","2.0",".474",".148",".784","27.5",".085","-1.3","2.6"
"25","25","BOS","Tracy Jackson","Notre Dame","3","129","13.9","5.4","1.9","1.0",".463",".154",".749","2.4",".064","-1.5","0.2"
"26","26","POR","","Utah State University","","","","","","","","","","","","",""
"27","27","UTA","Howard Wood","Tennessee","1","42","8.1","3.4","1.5","0.2",".458",".000",".654","0.3",".049","-3.6","-0.1"
"28","28","SAS","Gene Banks","Duke","6","468","27.9","11.3","5.8","2.9",".539",".043",".730","31.2",".115","0.7","8.7"
"29","29","KCK","Eddie Johnson","Illinois","17","1199","27.2","16.0","4.0","2.1",".472",".335",".840","65.6",".097","-0.7","11.0"
"30","30","SAS","Ed Rains","University of South Alabama","2","83","11.2","3.5","1.5","0.7",".423",".000",".626","0.7",".034","-3.9","-0.5"
"31","31","BOS","Danny Ainge","BYU","14","1042","26.6","11.5","2.7","4.0",".469",".378",".846","71.5",".124","1.1","21.9"
"32","32","CHI","","Lamar University","","","","","","","","","","","","",""
"33","33","GSW","Sam Williams","Arizona State","4","257","17.6","6.3","4.5","0.6",".500",".000",".653","9.0",".095","-0.8","1.4"
"34","34","DEN","Ken Green","University of Texas-Pan American","1","7","10.3","4.4","3.9","0.3",".481","",".556","0.3",".184","0.0","0.0"
"35","35","WSB","Charles Davis","Vanderbilt","8","415","12.2","5.3","2.4","0.7",".451",".170",".737","5.8",".056","-3.1","-1.4"
"36","36","IND","Ray Blume","Oregon State","1","49","11.1","4.6","0.8","1.4",".459",".222",".643","-0.1","-.013","-4.5","-0.3"
"37","37","IND","","Bucknell","","","","","","","","","","","","",""
"38","38","ATL","","DePaul","","","","","","","","","","","","",""
"39","39","LAL","","Toledo","","","","","","","","","","","","",""
"40","40","NYK","","LSU","","","","","","","","","","","","",""
"41","41","WSB","Claude Gregory","Wisconsin","2","25","12.6","5.4","3.9","0.6",".456",".000",".333","0.0",".007","-4.0","-0.2"
"42","42","LAL","","Florida State","","","","","","","","","","","","",""
"43","43","DAL","Elston Turner","Ole Miss","8","505","17.8","4.7","2.7","1.8",".432",".152",".714","8.5",".045","-2.0","0.0"
"44","44","WSB","Steve Lingenfelter","South Dakota State","2","10","6.7","1.0","1.6","0.5",".714","",".000","0.0",".009","-4.4","-0.1"
"45","45","HOU","","Texas A&M University-Kingsville","","","","","","","","","","","","",""
"46","46","PHI","","Texas A&M","","","","","","","","","","","","",""
"47","47","DAL","","Kansas","","","","","","","","","","","","",""
"48","48","WSB","","Colgate","","","","","","","","","","","","",""
"49","49","NJN","David Burns","Saint Louis","1","9","9.7","2.6","0.6","1.7",".438","",".600","-0.1","-.071","-5.0","-0.1"
"50","50","POR","","Illinois","","","","","","","","","","","","",""
"51","51","LAL","","South Carolina","","","","","","","","","","","","",""
"52","52","ATL","Rudy Macklin","LSU","3","160","17.2","6.4","2.9","0.8",".449",".000",".776","3.2",".056","-3.5","-1.1"
"53","53","SEA","Mark Radford","Oregon State","2","97","8.3","3.6","0.8","1.7",".507",".286",".458","0.4",".023","-2.7","-0.1"
"54","54","SDC","Jim Smith","Ohio State","2","76","11.5","2.9","2.5","0.6",".514","",".461","0.7",".037","-3.1","-0.2"
"55","55","CLE","Mickey Dillard","Florida State","1","33","6.7","2.2","0.5","1.0",".367",".000",".652","-0.2","-.051","-5.8","-0.3"
"56","56","GSW","","Pitt","","","","","","","","","","","","",""
"57","57","NYK","Frank Brickowski","Penn State","12","731","22.3","10.0","4.7","1.9",".519",".324",".740","29.8",".088","-1.1","3.7"
"58","58","KCK","","Missouri","","","","","","","","","","","","",""
"59","59","CLE","","American University","","","","","","","","","","","","",""
"60","60","IND","","USC","","","","","","","","","","","","",""
"61","61","POR","Pétur Guðmundsson","Washington","4","150","13.7","4.6","3.8","1.0",".494",".500",".754","2.1",".050","-3.5","-0.8"
"62","62","PHO","","Pitt","","","","","","","","","","","","",""
"63","63","NYK","","St. John's","","","","","","","","","","","","",""
"64","64","SAS","","Eastern Kentucky University","","","","","","","","","","","","",""
"65","65","LAL","","University of the Pacific","","","","","","","","","","","","",""
"66","66","PHO","Craig Dykema","Cal State Long Beach","1","32","3.2","1.3","0.4","0.5",".459",".500",".778","0.2",".095","-3.4","0.0"
"67","67","MIL","","Illinois","","","","","","","","","","","","",""
"68","68","PHI","","Maryland","","","","","","","","","","","","",""
"69","69","BOS","","Michigan","","","","","","","","","","","","",""
"70","70","DAL","","Syracuse","","","","","","","","","","","","",""
"71","71","DET","","University of South Alabama","","","","","","","","","","","","",""
"72","72","NJN","","Virginia Commonwealth","","","","","","","","","","","","",""
"73","73","UTA","","Southern Nazarene University","","","","","","","","","","","","",""
"74","74","CLE","","LSU","","","","","","","","","","","","",""
"75","75","ATL","","LA-Lafayette","","","","","","","","","","","","",""
"76","76","GSW","Lewis Lloyd","Drake University","7","388","24.2","13.2","3.1","2.9",".524",".213",".771","19.8",".101","0.7","6.6"
"77","77","SDC","","Virginia","","","","","","","","","","","","",""
"78","78","KCK","Kenny Dennard","Duke","3","95","13.1","2.8","3.0","1.0",".429",".300",".644","1.4",".056","-1.5","0.2"
"79","79","WSB","","Arizona","","","","","","","","","","","","",""
"80","80","GSW","","West Texas A&M University","","","","","","","","","","","","",""
"81","81","HOU","Larry Spriggs","Howard University","5","169","13.0","5.2","2.3","1.3",".517",".000",".752","3.4",".074","-2.5","-0.2"
"82","82","KCK","","Lamar University","","","","","","","","","","","","",""
"83","83","IND","","Briar Cliff University","","","","","","","","","","","","",""
"84","84","CHI","","Marquette","","","","","","","","","","","","",""
"85","85","POR","Pete Verhoeven","Fresno State","6","282","11.4","3.5","2.3","0.5",".505",".250",".689","5.2",".078","-2.7","-0.5"
"86","86","NYK","Alex Bradley","Villanova","1","39","8.5","3.5","1.7","0.3",".524",".000",".604","0.4",".053","-2.6","0.0"
"87","87","SAS","","St. Bonaventure","","","","","","","","","","","","",""
"88","88","LAL","Kevin McKenna","Creighton","6","243","14.2","5.4","1.3","1.4",".414",".367",".819","4.0",".056","-2.2","-0.2"
"89","89","DET","","UNC Charlotte","","","","","","","","","","","","",""
"90","90","MIL","","Florida State","","","","","","","","","","","","",""
"91","91","BOS","","La Salle","","","","","","","","","","","","",""
"92","92","PHI","","Texas A&M","","","","","","","","","","","","",""
"93","93","DAL","","UNC","","","","","","","","","","","","",""
"94","94","DET","","UNC Charlotte","","","","","","","","","","","","",""
"95","95","NJN","Joe Cooper","Colorado","3","24","16.2","4.5","4.0","0.8",".506","",".543","0.3",".037","-2.8","-0.2"
"96","96","CLE","","New Mexico","","","","","","","","","","","","",""
"97","97","UTA","","Oregon","","","","","","","","","","","","",""
"98","98","ATL","","Iowa","","","","","","","","","","","","",""
"99","99","SEA","","Washington","","","","","","","","","","","","",""
"100","100","SDC","","Memphis","","","","","","","","","","","","",""
"101","101","DEN","","LSU","","","","","","","","","","","","",""
"102","102","GSW","Hank McDowell","Memphis","6","206","9.0","2.9","2.3","0.5",".451",".000",".710","2.0",".052","-3.6","-0.8"
"103","103","WSB","Garry Witts","Holy Cross","1","46","10.7","2.9","1.3","0.8",".583",".500",".825","1.1",".104","-1.0","0.1"
"104","104","KCK","","Arkansas","","","","","","","","","","","","",""
"105","105","HOU","","Bradley","","","","","","","","","","","","",""
"106","106","IND","","New Jersey City University","","","","","","","","","","","","",""
"107","107","POR","","University of South Alabama","","","","","","","","","","","","",""
"108","108","CHI","","Arizona State","","","","","","","","","","","","",""
"109","109","NYK","","Rhode Island","","","","","","","","","","","","",""
"110","110","SAS","","Vanderbilt","","","","","","","","","","","","",""
"111","111","LAL","","NC State","","","","","","","","","","","","",""
"112","112","PHO","","Michigan","","","","","","","","","","","","",""
"113","113","MIL","","Rutgers University","","","","","","","","","","","","",""
"114","114","PHI","","BYU","","","","","","","","","","","","",""
"115","115","BOS","","Indiana","","","","","","","","","","","","",""
"116","116","DAL","","Utah","","","","","","","","","","","","",""
"117","117","DET","","Iowa","","","","","","","","","","","","",""
"118","118","NJN","","La Salle","","","","","","","","","","","","",""
"119","119","UTA","","Loyola Chicago","","","","","","","","","","","","",""
"120","120","CLE","","Hawaii","","","","","","","","","","","","",""
"121","121","ATL","","Hampton","","","","","","","","","","","","",""
"122","122","SEA","","Auburn","","","","","","","","","","","","",""
"123","123","SDC","","UNC","","","","","","","","","","","","",""
"124","124","DEN","","Denver","","","","","","","","","","","","",""
"125","125","WSB","","Grambling State University","","","","","","","","","","","","",""
"126","126","GSW","","Ohio State","","","","","","","","","","","","",""
"127","127","HOU","","Kentucky","","","","","","","","","","","","",""
"128","128","KCK","","Purdue","","","","","","","","","","","","",""
"129","129","IND","","Washington","","","","","","","","","","","","",""
"130","130","CHI","Roger Burkman","Louisville","1","6","5.0","0.8","1.0","0.8",".000",".000",".833","0.1",".093","-2.0","0.1"
"131","131","POR","","Texas-El Paso","","","","","","","","","","","","",""
"132","132","NYK","","Monmouth University","","","","","","","","","","","","",""
"133","133","SAS","","Jackson State University","","","","","","","","","","","","",""
"134","134","LAL","","California","","","","","","","","","","","","",""
"135","135","PHO","","Northeastern University","","","","","","","","","","","","",""
"136","136","MIL","","Colorado","","","","","","","","","","","","",""
"137","137","BOS","","Iowa","","","","","","","","","","","","",""
"138","138","PHI","","North Park University","","","","","","","","","","","","",""
"139","139","DAL","","UNC Wilmington","","","","","","","","","","","","",""
"140","140","DET","","West Virginia","","","","","","","","","","","","",""
"141","141","NJN","","Northwestern","","","","","","","","","","","","",""
"142","142","CLE","","Nebraska","","","","","","","","","","","","",""
"143","143","UTA","","Central Michigan University","","","","","","","","","","","","",""
"144","144","ATL","","Iona College","","","","","","","","","","","","",""
"145","145","SEA","","Villanova","","","","","","","","","","","","",""
"146","146","SDC","","University of Southern Colorado","","","","","","","","","","","","",""
"147","147","DEN","","Maryland","","","","","","","","","","","","",""
"148","148","GSW","","Arizona","","","","","","","","","","","","",""
"149","149","WSB","","Houston Baptist University","","","","","","","","","","","","",""
"150","150","KCK","Clinton Wheeler","William Paterson University","2","87","10.0","2.9","0.8","1.8",".489",".000",".741","1.1",".058","0.0","0.4"
"151","151","HOU","","Bowling Green","","","","","","","","","","","","",""
"152","152","IND","","Boise State","","","","","","","","","","","","",""
"153","153","POR","","Texas-El Paso","","","","","","","","","","","","",""
"154","154","CHI","","University of South Alabama","","","","","","","","","","","","",""
"155","155","NYK","","Ripon College","","","","","","","","","","","","",""
"156","156","SAS","","Northern Michigan University","","","","","","","","","","","","",""
"157","157","LAL","","Wisconsin","","","","","","","","","","","","",""
"158","158","PHO","","Southern University and A&M College","","","","","","","","","","","","",""
"159","159","MIL","","Virginia","","","","","","","","","","","","",""
"160","160","PHI","","Kansas","","","","","","","","","","","","",""
"161","161","BOS","","Holy Cross","","","","","","","","","","","","",""
"162","162","DAL","","Cincinnati","","","","","","","","","","","","",""
"163","163","DET","","Saint Francis University","","","","","","","","","","","","",""
"164","164","NJN","","Fairleigh Dickinson University","","","","","","","","","","","","",""
"165","165","UTA","Bobby Cattage","Auburn","2","78","6.7","3.1","1.4","0.1",".404",".143",".765","0.3",".027","-6.3","-0.6"
"166","166","CLE","","University of Alabama at Birmingham","","","","","","","","","","","","",""
"167","167","ATL","","Notre Dame","","","","","","","","","","","","",""
"168","168","SDC","","Davidson","","","","","","","","","","","","",""
"169","169","DEN","","St. John's","","","","","","","","","","","","",""
"170","170","WSB","","Wofford College","","","","","","","","","","","","",""
"171","171","GSW","","","","","","","","","","","","","","",""
"172","172","HOU","","West Georgia","","","","","","","","","","","","",""
"173","173","KCK","","Wichita State","","","","","","","","","","","","",""
"174","174","IND","","Drexel","","","","","","","","","","","","",""
"175","175","CHI","","University of Alabama at Huntsville","","","","","","","","","","","","",""
"176","176","POR","","Saint Joseph's","","","","","","","","","","","","",""
"177","177","NYK","","Thomas More College","","","","","","","","","","","","",""
"178","178","SAS","","University of San Diego","","","","","","","","","","","","",""
"179","179","LAL","","Simon Fraser University","","","","","","","","","","","","",""
"180","180","PHO","","Indiana","","","","","","","","","","","","",""
"181","181","MIL","","Michigan State","","","","","","","","","","","","",""
"182","182","BOS","","Creighton","","","","","","","","","","","","",""
"183","183","PHI","","St. John's","","","","","","","","","","","","",""
"184","184","DAL","","Southern Indiana","","","","","","","","","","","","",""
"185","185","DET","","Alcorn State","","","","","","","","","","","","",""
"186","186","NJN","","Providence","","","","","","","","","","","","",""
"187","187","CLE","","Cleveland State University","","","","","","","","","","","","",""
"188","188","UTA","","Wyoming","","","","","","","","","","","","",""
"189","189","ATL","","Wagner College","","","","","","","","","","","","",""
"190","190","SDC","","NC State","","","","","","","","","","","","",""
"191","191","DEN","","Austin Peay State University","","","","","","","","","","","","",""
"192","192","GSW","","San Jose State","","","","","","","","","","","","",""
"193","193","WSB","","Valdosta State University","","","","","","","","","","","","",""
"194","194","KCK","","Richmond","","","","","","","","","","","","",""
"195","195","IND","","William & Mary","","","","","","","","","","","","",""
"196","196","POR","","San Jose State","","","","","","","","","","","","",""
"197","197","CHI","","Lambath University","","","","","","","","","","","","",""
"198","198","NYK","","Syracuse","","","","","","","","","","","","",""
"199","199","SAS","","Hampton","","","","","","","","","","","","",""
"200","200","PHO","","Colorado","","","","","","","","","","","","",""
"201","201","MIL","","Northeastern University","","","","","","","","","","","","",""
"202","202","PHI","","Temple","","","","","","","","","","","","",""
"203","203","BOS","","Virginia Commonwealth","","","","","","","","","","","","",""
"204","204","DAL","","Northern State University","","","","","","","","","","","","",""
"205","205","DET","","Western Michigan","","","","","","","","","","","","",""
"206","206","NJN","","UCLA","","","","","","","","","","","","",""
"207","207","UTA","","University of Wisconsin-Eau Claire","","","","","","","","","","","","",""
"208","208","CLE","","Augsburg College","","","","","","","","","","","","",""
"209","209","ATL","","Georgetown","","","","","","","","","","","","",""
"210","210","SDC","","San Diego State","","","","","","","","","","","","",""
"211","211","DEN","Derrick Rowland","State University of New York at Potsdam","1","2","4.5","1.5","0.5","0.5",".333","",".500","0.0",".048","-8.9","0.0"
"212","212","WSB","","Houston Baptist University","","","","","","","","","","","","",""
"213","213","GSW","","USC","","","","","","","","","","","","",""
"214","214","KCK","","Fort Hays State University","","","","","","","","","","","","",""
"215","215","IND","","Wright State University","","","","","","","","","","","","",""
"216","216","CHI","","UCLA","","","","","","","","","","","","",""
"217","217","POR","","Lewis and Clark College","","","","","","","","","","","","",""
"218","218","NYK","","Saint Peter's College","","","","","","","","","","","","",""
"219","219","SAS","","Lamar University","","","","","","","","","","","","",""
"220","220","PHO","","Oregon","","","","","","","","","","","","",""
"221","221","MIL","","Marquette","","","","","","","","","","","","",""
"222","222","BOS","","NC State","","","","","","","","","","","","",""
"223","223","PHI","","University of Delaware","","","","","","","","","","","","",""
"1","1","GSW","Joe Barry Carroll","Purdue","10","705","32.4","17.7","7.7","1.8",".474",".000",".747","35.6",".075","-0.6","8.2"
"2","2","UTA","Darrell Griffith","Louisville","10","765","28.0","16.2","3.3","2.1",".463",".332",".707","22.0",".049","-1.4","3.4"
"3","3","BOS","Kevin McHale","Minnesota","13","971","31.0","17.9","7.3","1.7",".554",".261",".798","113.0",".180","2.5","34.3"
"4","4","CHI","Kelvin Ransey","Ohio State","6","474","24.4","11.4","1.9","5.2",".454",".132",".782","17.9",".074","-0.9","3.3"
"5","5","DEN","James Ray","Jacksonville University","3","103","8.2","3.2","2.2","0.7",".428",".333",".629","-0.3","-.017","-4.5","-0.6"
"6","6","NJN","Mike O'Koren","UNC","8","407","21.6","8.2","3.4","2.1",".490",".271",".651","14.6",".080","-0.6","3.1"
"7","7","NJN","Mike Gminski","Duke","14","938","25.6","11.7","6.9","1.3",".465",".122",".843","55.9",".111","0.1","12.9"
"8","8","PHI","Andrew Toney","LA-Lafayette","8","468","26.9","15.9","2.2","4.2",".500",".342",".797","26.9",".103","-0.6","4.4"
"9","9","SDC","Michael Brooks","La Salle","6","319","29.4","12.8","6.3","2.6",".486",".152",".714","16.5",".085","-0.1","4.6"
"10","10","POR","Ronnie Lester","Iowa","6","250","19.8","7.3","1.9","4.0",".469",".227",".788","6.3",".061","-1.3","0.9"
"11","11","DAL","Kiki Vandeweghe","UCLA","13","810","30.3","19.7","3.4","2.1",".525",".368",".872","75.6",".148","0.9","17.7"
"12","12","NYK","Mike Woodson","Indiana","11","786","25.5","14.0","2.3","2.3",".466",".271",".813","34.6",".083","-0.3","8.5"
"13","13","GSW","Rickey Brown","Mississippi State","5","340","13.2","4.4","3.5","0.4",".464",".000",".667","4.7",".051","-4.4","-2.8"
"14","14","WSB","Wes Matthews","Wisconsin","9","465","20.0","7.9","1.3","4.2",".478",".225",".788","11.0",".057","-1.3","1.8"
"15","15","SAS","Reggie Johnson","Tennessee","4","305","19.6","8.4","4.1","0.9",".505",".143",".716","11.0",".088","-2.4","-0.5"
"16","16","KCK","Hawkeye Whitney","NC State","2","70","15.0","5.8","2.1","1.2",".462",".286",".750","1.3",".062","-1.6","0.1"
"17","17","DET","Larry Drew","Missouri","10","714","25.7","11.4","1.8","5.2",".467",".291",".798","24.4",".064","-0.9","5.0"
"18","18","ATL","Don Collins","Washington State","6","303","20.2","9.8","2.8","1.8",".485",".069",".749","10.5",".082","0.2","3.5"
"19","19","UTA","John Duren","Georgetown","3","201","14.7","3.5","1.1","2.0",".435",".120",".750","-0.8","-.014","-5.4","-2.5"
"20","20","SEA","Bill Hanzlik","Notre Dame","10","748","20.8","7.2","2.8","2.8",".434",".213",".781","24.7",".076","-1.4","2.2"
"21","21","PHI","Monti Davis","Tennessee State","1","2","5.0","1.5","2.0","0.0",".200","",".200","-0.1","-.311","-5.1","0.0"
"22","22","CLE","Chad Kinch","UNC Charlotte","1","41","8.6","2.9","0.8","1.1",".369","",".778","-0.5","-.071","-4.8","-0.3"
"23","23","DEN","Carl Nicks","Indiana State University","3","156","16.5","6.8","1.9","1.6",".462",".000",".570","-0.4","-.007","-4.5","-1.6"
"24","24","GSW","Larry Smith","Alcorn State","13","883","25.9","6.7","9.2","1.1",".531",".000",".531","46.0",".096","-1.6","2.4"
"25","25","GSW","Jeff Ruland","Iona College","8","332","33.4","17.4","10.2","3.0",".564",".158",".718","34.3",".149","2.1","11.5"
"26","26","CHI","Sam Worthen","Marquette","2","69","14.0","3.5","1.7","1.7",".492",".000",".750","0.7",".032","-2.0","0.0"
"27","27","HOU","John Stroud","Ole Miss","1","9","9.8","2.8","1.4","1.0",".324","",".750","-0.1","-.036","-4.6","-0.1"
"28","28","ATL","Craig Shelton","Georgetown","2","59","10.3","4.1","2.4","0.5",".453",".000",".600","0.0","-.001","-6.4","-0.7"
"29","29","IND","Louis Orr","Syracuse","8","569","23.5","9.7","3.7","1.5",".468",".083",".787","25.7",".093","-0.4","5.5"
"30","30","IND","Kenny Natt","Louisiana-Monroe","3","49","7.9","3.1","0.8","0.8",".417",".200",".621","-0.2","-.026","-5.6","-0.5"
"31","31","LAL","Wayne Robinson","Virginia Tech","1","81","19.7","7.9","3.6","1.4",".460",".000",".729","1.7",".052","-2.7","-0.3"
"32","32","POR","","McNeese State University","","","","","","","","","","","","",""
"33","33","POR","","Weber State","","","","","","","","","","","","",""
"34","34","DAL","","Syracuse","","","","","","","","","","","","",""
"35","35","WSB","Rick Mahorn","Hampton","18","1117","23.1","6.9","6.2","1.0",".493",".132",".704","51.7",".096","-1.3","4.5"
"36","36","NYK","DeWayne Scales","LSU","3","49","10.6","4.6","2.9","0.2",".417",".167",".628","0.2",".017","-5.5","-0.5"
"37","37","LAL","Butch Carter","Indiana","6","361","18.9","8.7","1.5","1.9",".475",".307",".788","8.5",".060","-2.0","0.1"
"38","38","HOU","","Oklahoma","","","","","","","","","","","","",""
